date,product_id,yield_pct,defect_rate,units_produced,avg_latency_ms,throughput_ops,forecast_demand,actual_demand,revenue_usd
2024-01-01,1,0.9067630242743209,0.06398892426801621,5745,12.22133955202271,4226191.556898453,3744,5989,1444908.4520021654
2024-01-02,1,0.8426429893792615,0.06107243248366449,4043,29.126724140656393,8984914.683186939,4073,4931,5992713.510560965
2024-01-03,1,0.8866749067646948,0.06396770259681928,6230,24.81386789093172,5704595.464437947,4520,4945,1755239.9889531313
2024-01-04,1,0.8784444506465875,0.03200491867534287,4760,25.257120734941083,9168098.265334837,4425,3654,6288857.96980134
2024-01-05,1,0.8515782305126468,0.07507883566398012,4598,34.24361138693251,6700633.8085938115,4979,5283,2305990.412202251
2024-01-06,1,0.8787453650798837,0.06652081086148438,5774,36.8827389977048,3862031.2747467747,4620,4668,3989754.5203837943
2024-01-07,1,0.8847166469113796,0.010486649137183349,5208,25.32241907732697,4756699.028339012,4523,4739,3363306.199825396
2024-01-08,1,0.8709944672494622,0.04631534352203563,5323,31.090568766855334,4272666.421413645,4787,3493,3106148.1687173876
2024-01-09,1,0.8776399448976732,0.013603512587499256,6970,18.359393927098346,9174392.973699883,4397,4620,4426169.321942941
2024-01-10,1,0.910117723034893,0.02663462807946798,5601,31.846490458355788,4310048.19447328,5783,6253,4750422.788523309
2024-01-11,1,0.8461169488455218,0.012854259908833474,4546,27.726788295647253,7098079.256580542,4806,4671,2585470.4263855657
2024-01-12,1,0.8439639271876592,0.058365641667172626,5378,21.602060389016124,9430569.898630612,4528,4203,1794314.6486841235
2024-01-13,1,0.9002385551205325,0.06720555401408511,4015,26.65602434798387,5766855.205204058,4572,4814,7280510.305673287
2024-01-14,1,0.8836295224268951,0.03373208537340905,5625,20.476287238379825,7533601.109832155,5232,6095,1588979.7549653419
2024-01-15,1,0.8846252127984028,0.010354310869235309,4428,14.824241542524959,5938604.104299275,5534,6192,2569885.1662239186
2024-01-16,1,0.8465925884926228,0.03277797887114874,5629,32.394742153540726,6846696.091424932,5097,5846,4978160.223348301
2024-01-17,1,0.8684713951193562,0.028564165737720783,4397,17.319689301372506,9757094.992772011,5415,4784,5417970.38198084
2024-01-18,1,0.8762230953557796,0.050383271923845147,6162,24.77553081456592,2757186.8901824006,4125,5879,1170211.7650201768
2024-01-19,1,0.843706263657609,0.075832100904704,5385,38.617857310077625,9233779.511984035,4713,5666,7766583.733305687
2024-01-20,1,0.8504292270573902,0.06957956700617998,3788,19.50766015468833,2525434.7201748323,5297,5083,5872208.576724811
2024-01-21,1,0.8493173155134084,0.05305050586894189,5122,39.7016155031279,2260756.1371287163,5540,5046,6185380.324279431
2024-01-22,1,0.9083245758947007,0.03516438058538286,5843,18.8077553279348,8284250.399306622,5013,5231,7392683.867895299
2024-01-23,1,0.8912844691886238,0.06588066252767426,8082,29.498917923332954,7317701.8953193305,4962,5158,3365966.0979607506
2024-01-24,1,0.8526482821633152,0.050479609869732184,4810,11.078268213902263,5190382.163192142,3548,5321,5135832.823983075
2024-01-25,1,0.8616750826257594,0.018894235885631938,5871,25.667297801644132,7929941.977887497,5184,3856,1597432.2549563758
2024-01-26,1,0.8772001937965568,0.04784445851270746,4478,29.122897044946196,7534822.003503954,4810,5397,3260695.3105887217
2024-01-27,1,0.8559794446563908,0.04072799944939453,5681,12.35369144026798,1228156.6907391176,4259,6495,2213060.24049592
2024-01-28,1,0.8615846792646137,0.048445866529428436,4477,31.43787768100187,6941776.390459581,5064,6486,5282045.223640466
2024-01-29,1,0.830251939620822,0.034918087505588315,4612,32.735383313931074,1129541.3976678029,4633,6684,1684839.1245570104
2024-01-30,1,0.7785950183973702,0.022124130893701063,4180,23.01554947713919,4586542.609576361,5880,6190,1317128.0684043115
2024-01-31,1,0.9190712372714258,0.045219538100606145,3851,35.69469523564967,6928242.684570505,4658,5054,5100429.068914243
2024-02-01,1,0.8792385589569799,0.037171894834456536,5529,29.298646553270594,5124276.01442365,5280,5063,3702718.46460542
2024-02-02,1,0.8842627946314934,0.01498320539221603,4501,19.569268908812838,8603877.79872509,4364,4680,5877160.157549054
2024-02-03,1,0.9028210348624399,0.06145497306627201,5245,34.10442791154546,3538311.1531417584,5186,4360,6647843.174870848
2024-02-04,1,0.875205990780518,0.03604126600549482,5093,33.29238882225991,4067231.8622771604,5887,4604,6281800.118592776
2024-02-05,1,0.9149974028140723,0.03240347207214282,5016,36.86569685488601,4502815.108607468,4610,4448,7650433.769355634
2024-02-06,1,0.878742917549224,0.05422860485188596,5476,23.453365659349593,3638896.945282581,5643,3923,6266621.70606376
2024-02-07,1,0.8945566331110071,0.016384427213408326,5502,24.832609141077445,1518028.8401497984,3336,6593,7213929.279308098
2024-02-08,1,0.851068122695667,0.02000941774369851,4742,32.84531895152416,6563962.56984635,4496,5183,6753020.415032494
2024-02-09,1,0.8617018894308928,0.015938639985963433,5185,39.59918735503526,4368437.161805083,5608,4570,7630740.041687011
2024-02-10,1,0.8542797119618694,0.06440028411492058,4829,26.752127492074152,4817998.083222786,4588,4995,4280624.493958884
2024-02-11,1,0.8855145954095851,0.062223141548579636,4338,27.50106295291479,9659552.936270878,3788,4240,7080193.897326222
2024-02-12,1,0.8825558130537549,0.015165759531477922,5010,26.615628532039622,9723722.82057189,6393,5365,5870240.82289232
2024-02-13,1,0.9404285123247891,0.050902001834617024,4386,37.034740314729675,1409017.4230731209,4722,5878,5340928.184610757
2024-02-14,1,0.8506413833340191,0.04245888834579876,4520,20.600566840781585,6252905.006657849,3461,5326,6696565.137948641
2024-02-15,1,0.8488805984589917,0.07376490291456897,5393,34.67611728769507,9548199.219627317,5319,6328,3927701.254034332
2024-02-16,1,0.911216242221081,0.07910932905204611,4624,14.512506733105845,6347176.438169216,5038,4922,6894832.461949961
2024-02-17,1,0.8723968432418638,0.03903736516363657,5990,18.20221215792119,1507379.4698583442,4981,5272,7998023.713002915
2024-02-18,1,0.8759903495909879,0.06382911906263573,5037,38.34297189647284,8646826.516096704,4580,3560,1904115.906060465
2024-02-19,1,0.8794419075507993,0.02600499638524239,5411,30.151020532175703,6563154.1641210625,4220,4726,5701012.369149597
2024-02-20,1,0.9223675978651181,0.04641144507783954,5092,35.5654450095562,5967161.54897037,5518,5149,3824380.063486779
2024-02-21,1,0.8951943170869968,0.059285583766945656,6094,16.388924845267322,2227343.280280928,3588,6299,4062324.4541661036
2024-02-22,1,0.8677508335661056,0.045979264241186764,5574,33.50959038223429,4568885.040891431,5487,5297,7646644.365603494
2024-02-23,1,0.8247315654187878,0.0421395029366783,4955,39.40097725856431,5433562.845935826,5585,3702,2681019.3314473517
2024-02-24,1,0.8868309859823479,0.02273160590794014,4248,20.370018499715897,9071095.689154107,6238,4712,2206239.098411409
2024-02-25,1,0.8599253100482692,0.02239073389937228,4365,12.661076012711668,2085722.8399054073,3796,4827,3549889.027336528
2024-02-26,1,0.9347747925869341,0.012751849788876926,5028,33.98231196727128,6651103.50541817,5395,4441,6237817.832685608
2024-02-27,1,0.8599180041711265,0.03593304719539674,4539,24.53568955573064,6564292.943772663,4361,3027,6232296.5669362955
2024-02-28,1,0.8931297474911154,0.045817420948096634,5249,25.96340455795947,1964548.1020579846,5866,2788,2697293.525443108
2024-02-29,1,0.8531425162409133,0.011404983844440846,3862,19.66237496749535,2903032.062968902,4258,4684,7233690.965179265
2024-03-01,1,0.9264472876516193,0.06524198670251369,5705,24.95326596787172,1782282.5927868132,6462,5913,6218076.31929031
2024-03-02,1,0.8447156539696486,0.029864313405910718,4847,20.892468891959055,6813255.171984411,3460,5847,7905606.741550858
2024-03-03,1,0.8338760113848681,0.017124773083428264,5450,14.585774175529961,3213619.555460573,4532,4627,2995666.1808569296
2024-03-04,1,0.8772886874377872,0.03872777788927631,4335,39.47135850725819,2008350.1195124711,5073,4923,7058549.881257862
2024-03-05,1,0.8585298986823924,0.021962131117304606,5604,30.05929659773293,9364383.902148273,6230,6457,2959853.655621989
2024-03-06,1,0.855954325831067,0.03265754654829706,5456,22.763093158492502,5568493.408160095,4478,4723,5274340.297091428
2024-03-07,1,0.8949908123627636,0.020805390069194164,3670,24.434203055644524,5793304.892964273,4696,4633,1940902.7385728196
2024-03-08,1,0.9060218228758756,0.027824845833463473,4538,30.44508166671788,7842050.739007179,4293,7190,3882886.3990308796
2024-03-09,1,0.8931452024148586,0.06814335854514104,4837,38.95080731999538,2118675.0113699026,4918,5080,2268631.4631596208
2024-03-10,1,0.8784307322236294,0.050213117922593836,4875,35.25486330274816,2257951.3896366055,4383,5529,2145591.6000599316
2024-03-11,1,0.8876666028707912,0.05656380544873402,4663,25.69196274307358,4229474.357111523,4610,5852,6716196.076301039
2024-03-12,1,0.8146893025441068,0.04238758499687246,4193,19.04133622492426,7728484.42158626,3693,5014,7297022.01292198
2024-03-13,1,0.900715206034947,0.07345304776751829,3231,28.727139877419763,2052082.3663752766,4915,5512,3344339.302599603
2024-03-14,1,0.8859879308242748,0.053405092914995955,4667,26.003832759289647,9045033.247458618,4458,5363,3182054.474568838
2024-03-15,1,0.9007431130957697,0.012347270431504557,4315,27.096690546139495,7862128.171666215,4556,5746,6748801.13270409
2024-03-16,1,0.8677367905406412,0.06581067560456876,4216,14.497522820463214,3063262.557093773,5474,5876,5488033.4301970815
2024-03-17,1,0.8882360856961534,0.027625934123486698,6501,20.370879805117582,2634379.451212831,4919,5752,3805959.917345479
2024-03-18,1,0.8954640082900641,0.020734598218125615,4955,27.586894960503916,5552998.109960194,4658,5042,7104867.3626090605
2024-03-19,1,0.8791148824375892,0.058765557671382466,5580,37.67498143531887,7365147.708820588,4975,3974,5247005.324679991
2024-03-20,1,0.9236286373986243,0.07540569103383105,4591,37.767055387203285,5057554.342637189,6577,5471,3793018.9270909117
2024-03-21,1,0.8710928016420727,0.0661997414018608,4658,10.138960690138086,4001492.5452202978,5396,2911,7438989.314889323
2024-03-22,1,0.8371342116072108,0.061625087367682393,3963,23.566538226694213,3021443.4064598377,4012,4865,2234708.905543563
2024-03-23,1,0.7949264393111952,0.074039213074767,4956,20.871816973498994,6225295.1525023915,4087,5465,7727492.222286186
2024-03-24,1,0.8677663778827974,0.01597447676550507,4114,39.90622755537842,5519755.092981183,4325,5134,6249723.292794244
2024-03-25,1,0.881775581422478,0.0243597748337405,4884,15.720631619909998,1328947.010632854,6598,4003,1459960.4759984666
2024-03-26,1,0.8681837220768167,0.046707318852930606,6203,23.222882408146845,4606867.547877934,3975,5183,2273496.913466898
2024-03-27,1,0.8336076877579077,0.05507996802673111,4377,22.26202513294289,1228477.2009431038,5139,4304,5612467.59337106
2024-03-28,1,0.8974832005207395,0.01137973764280549,4096,13.123257459537214,8199244.768358705,5150,4052,2667279.4673270853
2024-03-29,1,0.8686232766546983,0.060558685229896145,4700,35.67089404318857,8471978.781102926,5952,4093,2434890.0679107467
2024-03-30,1,0.8936260763384939,0.010910134645751524,4752,12.565255925634043,2870976.296314246,3631,6588,7248701.977538824
2024-03-31,1,0.8601513479838712,0.028159640340190473,5839,21.390772245018006,6312654.482633269,5329,3728,3865881.565338683
2024-04-01,1,0.8133751563629308,0.030612603167934238,6357,38.4535992088647,7872452.147437847,5480,4972,6598986.791631207
2024-04-02,1,0.8649246722330267,0.02880741515694623,4954,26.249026439826007,6701303.978435325,4364,4623,6844511.657595094
2024-04-03,1,0.8763860565914042,0.022017550009381246,5278,18.169219795581068,1165516.0889272005,3659,5496,4879246.017610554
2024-04-04,1,0.9067077077192117,0.024449489023242225,5378,10.329874859754414,2231970.670619265,5934,6413,5655256.721823788
2024-04-05,1,0.820606811659493,0.04632423936979863,3976,11.408979003251652,2496550.318804715,4556,5178,5222064.766264717
2024-04-06,1,0.8574875045096839,0.030208561573948994,3874,20.670181493948476,7471413.146658209,5201,3421,4332352.8153936975
2024-04-07,1,0.8906325756258691,0.061280046804717526,5147,16.448211357722702,1280648.2155515621,5225,3632,1359980.6943897526
2024-04-08,1,0.9526355747475063,0.03339707235718726,4923,33.12736611237466,1959384.278203946,4925,4698,4468439.213443389
2024-04-09,1,0.8570240268658094,0.02724814232673748,6449,34.57306953022599,8194742.910720813,4038,5836,5131614.66808361
2024-04-10,1,0.8540189233246963,0.074211950282357,4801,14.104558927568842,9552136.184387222,3876,4796,4793306.631648507
